Severity,Start_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,State,Temperature(F),Visibility(mi),Precipitation(in),Weather_Condition,Sunrise_Sunset,Junction,Roundabout,Crossing,Railway,Stop,Traffic_Signal,Give_Way,Bump,Traffic_Calming,Turning_Loop,Wind_Speed(mph),Amenity,Station
2,2022-07-16 22:03:00,32.776407,-96.811122,32.786641,-96.812213,0.71,Stationary traffic on I-35E N - US-77 N - Stemmons Fwy N from I-30/Exit 428 (I-35E) to Hi Line Dr/Exit 429C (I-35E) due to accident.,S Stemmons Fwy,Dallas,TX,94.0,10.0,0.0,Mostly Cloudy,Night,False,False,False,False,False,False,False,False,False,False,9.0,False,False
2,2021-02-07 01:48:08,34.743834,-83.049487,34.745581,-83.049044,0.123,Incident on SC-11 near EARLE ST Drive with caution., S Highway 11,Walhalla,SC,33.0,9.0,0.0,Light Rain,Night,False,False,False,False,False,False,False,False,False,False,7.0,False,False
2,2016-11-30 14:35:11,28.127682,-82.696938,,,0.01,Right lane blocked due to accident on County Hwy-611 Lake Rd Northbound at Ridgeline Blvd.,E Lake Rd S,Tarpon Springs,FL,79.0,10.0,,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,15.0,False,False
3,2018-12-01 04:12:49,38.559364,-121.513985,,,0.0,Shoulder blocked due to accident on I-5 Northbound at Exits 518 519A CA-99 CA-16.,I-5 N,Sacramento,CA,46.0,6.0,0.02,Rain,Night,False,False,False,False,False,False,False,False,False,False,6.9,False,False
3,2018-09-29 14:20:22,40.743244,-73.837616,,,0.0,Two lanes blocked due to accident on I-678 Van Wyck Expy Southbound at Exit 12B I-495 Long Island Expy.,Van Wyck Expy N,Flushing,NY,73.9,10.0,,Scattered Clouds,Day,False,False,False,False,False,False,False,False,False,False,9.2,False,False
2,2016-07-22 12:09:22,43.005531,-83.639412,,,0.0,Accident on Lynn St near Dexter St.,S Dexter St,Flint,MI,91.9,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,11.5,False,False
2,2021-01-15 00:30:00,38.494792,-122.770061,38.494843,-122.76903,0.056,IFO THE POST OFFICE. 4RN WILL NEED TOW, Fulton Rd,Fulton,CA,55.0,10.0,0.0,Fair,Night,False,False,True,False,True,False,False,False,False,False,3.0,True,False
2,2022-11-11 11:03:00,35.7864511,-78.57345699999998,35.7923511,-78.57950699999998,0.53,Incident on I-440 WB near I-87 Left lane blocked.,Cliff Benson Beltline,Raleigh,NC,75.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,9.0,False,False
2,2020-12-07 02:18:04,45.01767,-122.976293,45.00918,-122.976072,0.5870000000000001,A crash has occurred causing no to minimum delays. Use caution., Portland Rd NE,Salem,OR,43.0,8.0,0.0,Cloudy,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2020-05-20 21:50:00,39.307742,-120.136718,39.307742,-120.136718,0.0,At Mt Watson Rd - Accident.,Martis Dam Rd,Truckee,CA,36.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,3.0,False,False
2,2019-09-03 07:36:30,36.1637,-86.778976,,,0.0,Accident on Church St at 4th Ave.,4th Ave N,Nashville,TN,74.0,10.0,0.0,Fair,Day,False,False,True,False,False,True,False,False,False,False,0.0,False,True
2,2022-11-10 16:20:30.000000000,41.426107,-81.761324,41.420642,-81.826171,3.381,Slow traffic on Outerbelt South Fwy W - I-480 W from Ridge Rd/Exit 15 (I-480) to OH-237/Exit 10/Exit 11 (I-480) due to accident.,Tiedeman Rd,Cleveland,OH,69.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,12.0,False,False
2,2021-01-09 02:37:43,29.958913,-90.077748,29.958496000000004,-90.077093,0.049,Incident on CANAL ST near HOUSE 1630 Drive with caution., S Claiborne Ave,New Orleans,LA,39.0,10.0,0.0,Fair,Night,False,False,True,True,False,True,False,False,False,False,7.0,False,False
2,2022-07-15 14:51:07.000000000,40.835773,-74.085604,40.852839,-74.072834,1.355,Stationary traffic on NJ-17 from NJ-120/Hoboken Rd/Paterson Plank Rd (NJ-17) to Henry St (NJ-17) due to accident., RT-17,Carlstadt,NJ,85.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,9.0,False,False
2,2020-10-10 03:35:16.000000000,42.481931,-73.628364,42.483151,-73.65969399999999,1.599,Crash on I-90 - Berkshire Connector eastbound at After Exit B1 - Hudson - Rensselaer (US9 - I-90W) starting 8:35 PM 10/09/2020 [CARS CAD-202830468],I-90 W,Nassau,NY,54.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,,False,False
1,2020-03-19 12:28:08,38.23507,-122.46106,38.23507,-122.46106,0.0,At CA-116/Arnold Dr - Accident. Hard shoulder blocked., Arnold Dr,Sonoma,CA,57.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,3.0,False,False
2,2022-02-05 15:01:50.000000000,38.917361497693456,-76.91774010621587,38.918451497693454,-76.93046010621586,0.688,Incident on US-50 near US-50 Drive with caution.,US-50,Hyattsville,MD,32.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,15.0,False,False
2,2022-06-06 15:08:27,41.905735,-87.96500400000002,,,0.0,Lane blocked due to crash on IL-83 at IL-64 North Ave.,W North Ave,Elmhurst,IL,72.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,True,False,False,False,False,8.0,False,False
3,2018-02-15 17:15:03,33.805893,-118.14267,,,0.0,Right hand shoulder blocked due to accident on I-405 Northbound at Exit 27 Willow St.,I-405 N,Long Beach,CA,66.9,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,13.8,False,False
3,2018-09-17 11:11:39,41.945206,-74.03053299999998,,,0.0,Accident on I-87 NYS Thruway Northbound at Exit 19 NY-28.,I-87 N,Kingston,NY,73.9,10.0,,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,6.9,False,False
2,2022-12-30 11:30:35,36.704328,-78.021279,36.703499,-78.020197,0.083,Incident on US-58 EB near US-58 Road closed. Take alternate route., Governor Harrison Pkwy,Brodnax,VA,63.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2016-09-26 18:03:13,45.0785,-93.40183,45.09389,-93.40227,1.064,Between I-94/I-694 and CR-130/77th Ave/Brooklyn Blvd - Accident.,US-169 N,Minneapolis,MN,64.9,10.0,,Clear,Day,True,False,False,False,False,False,False,False,False,False,19.6,False,False
2,2020-03-27 15:40:47,43.14545,-77.55534,43.14545,-77.55534,0.0,At I-490/Highland Dr/Winton Rd - Accident., East Ave,Rochester,NY,49.0,10.0,0.0,Fair,Day,False,False,True,False,False,True,False,False,False,False,8.0,False,False
2,2021-12-06 07:51:00,37.86233067494458,-120.87946772517738,37.88650067494458,-120.88036772517738,1.671,Accident on Eastman Rd from E Carter Rd to County Hwy-J14., 26 Mile Rd,Oakdale,CA,50.0,7.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2017-10-24 12:42:56,41.874249,-88.032997,,,0.0,Accident on IL-53 at Madison St.,W Madison St,Lombard,IL,46.0,7.0,0.07,Light Rain,Day,False,False,False,False,False,False,False,False,False,False,12.7,False,False
3,2018-04-11 07:07:55,35.975821999999994,-86.571861,,,0.0,Right hand shoulder blocked due to accident on I-24 Westbound at TN-266 Sam Ridley Pkwy.,I-24 W,La Vergne,TN,32.0,6.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2022-04-04 22:20:00,36.51129126531357,-79.56714034042562,36.51015126531357,-79.58130034042563,0.79,Incident on NC-700 WB near LILLARD RD Road closed. Take alternate route., Goose Pond Rd,Ruffin,NC,58.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2023-01-30 06:48:31,40.21791500000001,-75.22953100000002,40.209223,-75.224848,0.649,Crash on PA 309 southbound between HARTMAN RD RAMP D RD and ENGLISH VILLAGE DR GWYNEDD CROSSING DR. There is a lane restriction., Bethlehem Pike,Montgomeryville,PA,33.0,7.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2023-03-24 22:30:30.000000000,45.715269,-111.063995,45.725819,-111.082497,1.152,Travelers can expect the following: Crash with lanes blocked westbound until further notice.,N 19th Ave,Bozeman,MT,29.0,4.0,0.0,Snow,Night,False,False,False,False,False,False,False,False,False,False,20.0,False,False
2,2023-01-14 03:03:00.000000000,30.293411,-82.162334,30.293484000000007,-82.160608,0.103,Incident on CR-125 X2 PARK ST near PIERCE RD Drive with caution., N County Road 125,Glen Saint Mary,FL,37.0,10.0,0.0,Cloudy,Night,False,False,False,False,False,False,False,False,False,False,14.0,False,False
3,2021-09-02 07:11:02,27.43368,-82.57543199999998,,,0.2700000107288361,Right lane blocked due to accident on US-41 14th St Northbound between Bayshore Gardens Pkwy and US-41 14th St.,14th St W,Bradenton,FL,78.0,2.0,0.0,Heavy Rain,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
2,2023-01-18 16:51:00,38.004311,-121.332876,38.004969,-121.333228,0.049,Incident on HARRISBURG PL near CALHOUN WAY Expect delays., Harrisburg Pl,Stockton,CA,52.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,9.0,False,False
2,2023-03-18 21:02:00,37.566295,-121.899348,37.56713,-121.89776299999998,0.104,Accident on I-680 N from Sheridan Rd (I-680) to Andrade Rd/Mission Rd (I-680).,I-680 N,Sunol,CA,59.0,10.0,0.0,Cloudy,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2021-05-10 16:11:00,32.874280214152925,-117.10697293225714,32.88007021415293,-117.10782293225714,0.403,Accident from exit [13] to I-15 N.,I-15,San Diego,CA,68.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
2,2020-09-22 02:39:35,40.760768,-73.754364,40.762448,-73.757074,0.183,Crash on Belt System - Cross Island Parkway southbound between Northern Boulevard; NY 25A (New York) and Exit 30W - I-495 - Long island Expressway (New York) right lane blocked,Cross Island Pkwy N,Little Neck,NY,57.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,6.0,False,False
3,2017-03-24 19:13:54,40.609047,-79.947289,,,8.49,Lane blocked due to accident on I-76 Westbound from Exit 48 Freeport Rd to Exit 39 PA-8 William Flynn Hwy.,William Flynn Hwy,Gibsonia,PA,69.8,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,11.5,False,False
2,2022-12-28 13:26:32.000000000,29.953072,-95.387107,29.952982,-95.387806,0.042,Incident on LANGWICK DR near W HARDY RD Drive with caution., Langwick Dr,Houston,TX,76.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,13.0,False,False
3,2017-04-28 10:38:35,37.314873,-121.910973,,,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Race St.,Sinclair Fwy N,San Jose,CA,63.0,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,8.1,False,False
2,2019-08-01 07:47:23,39.725327,-105.130608,,,0.0,Accident on Union Blvd at US-6. No recent updates.,US-6 E,Denver,CO,64.0,30.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
3,2016-12-03 13:18:40,32.675133,-97.00679,,,0.01,Left lane blocked due to accident on I-20 Westbound at Exit 456 Carrier Pkwy.,I-20 E,Grand Prairie,TX,48.2,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,8.1,False,False
2,2020-05-15 15:42:14,36.0378,-78.9295,36.0378,-78.9295,0.0,At I-85/US-15/US-501/US-70-byp - Accident., Guess Rd,Durham,NC,,,,,Day,False,False,False,False,False,True,False,False,False,False,,False,False
2,2021-03-30 08:29:12,27.952391,-82.121178,,,0.0,Accident on FL-39 James L Redman Pkwy at Holloway Rd.,Colson Rd,Plant City,FL,73.0,10.0,0.0,Fair,Day,False,False,True,False,False,True,False,False,False,False,6.0,False,False
3,2016-07-26 17:05:53,32.702412,-97.234741,,,0.0,Accident on I-820 Southbound at Exit 31 Berry St.,Loop 820 S,Fort Worth,TX,96.8,10.0,,Scattered Clouds,Day,False,False,False,False,False,False,False,False,False,False,5.8,False,False
2,2020-03-27 16:07:00,34.436769,-118.319297,34.436769,-118.319297,0.0,At Crown Valley Rd - Accident., Soledad Canyon Rd,Santa Clarita,CA,65.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,10.0,False,False
3,2018-08-11 14:16:48,47.578735,-122.140007,,,0.0,Right lane blocked due to accident on I-90 Westbound at 148th Ave.,150th Ave SE,Bellevue,WA,69.1,10.0,0.03,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,9.2,False,False
2,2021-12-02 15:08:30,30.437567,-97.673096,30.440164000000006,-97.669372,0.285,Slow traffic from Thermal Dr (Wells Branch Pkwy) to I-35 (Wells Branch Pkwy) due to accident.,Wells Branch Pkwy,Austin,TX,75.0,9.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,10.0,False,False
2,2020-12-09 01:48:30.000000000,32.382046,-95.302003,32.389904,-95.301922,0.5429999999999999,Incident on N BROADWAY AVE near HOUSE 3250 Drive with caution., N Broadway Ave,Tyler,TX,40.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2021-04-07 09:34:09,42.91407,-71.16394,,,0.0,Accident on NH-121A Main St at Little Mill Rd.,Main St,Sandown,NH,54.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,True,False,False,False,False,False,7.0,False,False
2,2020-06-18 17:10:18,37.8791,-121.27828,37.93328,-121.29665,3.875,Between El Dorado St and CA-4/Charter Way - Accident. Hard shoulder blocked.,I-5 N,French Camp,CA,97.0,10.0,0.0,Fair,Day,True,False,False,False,False,False,False,False,False,False,12.0,False,False
2,2023-01-12 01:02:00,28.406194,-81.41998000000002,28.406235,-81.422435,0.149,Incident on KOVAL CT near WOODRUFF DR Drive with caution., Woodruff Dr,Orlando,FL,50.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,3.0,False,False
2,2021-05-13 19:47:58,29.965940000000003,-95.422935,,,0.0,Accident on Kuykendahl Rd at Rankin Rd.,Kuykendahl Rd,Houston,TX,73.0,10.0,0.0,Cloudy,Day,False,False,True,False,False,True,False,False,False,False,5.0,False,False
1,2022-06-20 04:05:10,43.118778000000006,-83.79379300000002,,,0.0,Crash on Webster Rd near Mt Morris Rd.,W Mount Morris Rd,Mount Morris,MI,61.0,10.0,0.01,Mostly Cloudy,Night,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2022-09-14 16:15:00,42.103167,-80.09739300000003,42.103433,-80.096684,0.041,Incident on US-20 EB near RASPBERRY ST Expect long delays., W 26th St,Erie,PA,72.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,15.0,True,False
2,2021-09-07 17:49:00,39.635437,-121.39253,39.6383,-121.39109,0.212,Incident on SAND CREEK DR near HOUSE 15 Expect delays., Bald Rock Rd,Berry Creek,CA,104.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,8.0,False,False
3,2018-06-08 08:52:05,34.095509,-118.243713,,,0.0,Slow lane blocked due to accident on I-5 Northbound at Exit 138 Riverside Dr.,I-5 N,Los Angeles,CA,71.1,9.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,,False,False
3,2017-09-18 17:30:30,39.250019,-76.67923,,,0.0,Shoulder blocked due to accident on I-695 clockwise at I-95 Exit 49 / I-695 Exit 11 / Sulphur Spring Rd.,I-95 N,Halethorpe,MD,73.0,9.0,,Scattered Clouds,Day,False,False,False,False,False,False,False,False,False,False,5.8,False,False
3,2018-03-04 20:58:43,41.727421,-71.460219,41.7158,-71.47145,0.99,At RI-113/Exit 12 - Accident.,I-95 S,Warwick,RI,36.0,6.0,0.0,Light Snow,Night,False,False,False,False,False,False,False,False,False,False,8.1,False,False
2,2021-10-14 15:45:45,28.087966,-82.450313,28.088013,-82.452564,0.1369999999999999,Stationary traffic on FL-678 - County Hwy-678 from Skipper Rd/N 16th St (E Bearss Ave) to I-275 (E Bearss Ave) due to accident., E Bearss Ave,Lutz,FL,91.0,10.0,0.0,Partly Cloudy,Day,False,False,True,True,False,False,False,False,False,False,3.0,False,False
2,2016-12-08 11:35:02,40.662918,-75.383965,,,0.01,Slow traffic due to accident on PA-512 Bath Pike both ways at US-22.,US-22 W,Bethlehem,PA,42.1,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,10.4,False,False
2,2021-03-20 11:46:00,28.224261,-82.738353,28.22426500000001,-82.738051,0.018,Incident on TROUBLE CREEK RD near NEEDLE PALM DR Drive with caution., Trouble Creek Rd,New Port Richey,FL,66.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,13.0,False,False
2,2017-03-06 16:25:14,25.565117,-80.47823299999997,,,0.01,Accident on 216th St at FL-997 Krome Ave.,SW 216th St,Miami,FL,71.6,10.0,0.0,Mostly Cloudy,Day,False,False,True,False,False,True,False,False,False,False,16.1,False,False
2,2017-11-14 23:00:08,40.22839000000001,-77.144068,40.226694,-77.1633,1.021,Between N Locust Point Rd and PA-74/Waggoners Gap Rd - Accident. Maintenance work.,I-76 W,Carlisle,PA,43.0,10.0,,Overcast,Night,False,False,False,False,False,False,False,False,False,False,,False,False
2,2021-11-04 04:08:49,34.666481,-82.26119200000002,,,0.0,Accident on SC-55 Fairview Rd at Sanibel Oaks Dr.,Fairview Rd,Simpsonville,SC,44.0,10.0,0.0,Light Rain,Night,False,False,False,False,False,False,False,False,False,False,8.0,False,False
2,2022-05-25 17:28:40,25.880467000000003,-80.22659200000002,25.883085,-80.228718,0.224,Stationary traffic on FL-924 from NW 115th St to NW 18th Ave due to accident., NW 17th Ave,Miami,FL,85.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,16.0,False,False
2,2022-05-23 13:37:30.000000000,34.06037,-118.214925,34.091194,-118.239487,2.552,Slow traffic on Golden State Fwy N - I-5 N from Mission Rd (I-5) to Stadium Way (I-5) due to accident.,I-5,Los Angeles,CA,68.0,9.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,True
2,2022-11-09 14:26:00,37.924633,-121.230765,37.930931,-121.233316,0.457,Incident on CA-99 NB near MARIPOSA RD Drive with caution.,CA-99 N,Stockton,CA,57.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2019-01-31 14:15:51,36.156094,-86.78555300000002,,,0.0,Accident on 11th Ave at Mcgavock St.,11th Ave S,Nashville,TN,37.9,10.0,,Mostly Cloudy,Day,False,False,True,False,False,False,False,False,False,False,3.5,False,False
3,2016-08-30 20:24:05,33.929825,-118.368546,,,0.0,Right hand shoulder blocked due to accident on I-405 Southbound before Exits 45 45B 46 I-105.,San Diego Fwy S,Inglewood,CA,73.9,10.0,,Clear,Night,True,False,False,False,False,False,False,False,False,False,,False,False
3,2017-07-13 18:05:41,32.728874,-117.105843,,,0.0,#4 lane blocked due to accident on I-805 Northbound at Exits 13A 13B Home Ave.,I-805 N,San Diego,CA,73.9,10.0,,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,12.7,False,False
2,2020-09-29 05:05:00,25.918732,-80.210398,25.941682,-80.189328,2.056,Incident on I-95 NB near FL-91 Drive with caution.,I-95 N,Miami,FL,80.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2020-02-20 16:41:38,33.56752,-112.186287,,,0.0,Accident on 59th Ave at Olive Ave.,N 59th Ave,Glendale,AZ,77.0,10.0,0.0,Cloudy,Day,False,False,True,False,False,True,False,False,False,False,3.0,False,False
3,2021-12-13 17:49:29,41.136101,-81.650803,,,0.0,Right lane blocked due to accident on I-77 Southbound at Exit 137A / OH-18 Medina Rd.,I-77 S,Akron,OH,43.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,7.0,False,False
2,2022-06-08 20:04:30,42.49051452,-82.91715503,42.47676452,-82.91656503,0.951,Slow traffic on I-94 W from I-696/11 Mile Rd/Exit 229 (I-94) to 10 Mile Rd/Exit 228 (I-94) due to accident.,I-94 W,Saint Clair Shores,MI,62.0,3.0,0.02,Light Rain,Day,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2016-09-06 16:34:05,27.93274000000001,-82.3518,27.932718,-82.351794,0.002,At Palm River Rd - Accident., S US Highway 301,Tampa,FL,91.4,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,3.5,False,False
3,2017-11-21 14:48:46,32.754658,-97.216423,,,0.0,One lane blocked and left hand shoulder blocked due to accident on I-820 Northbound at Exits 28A-B 28B Brentwood Stair Rd.,I-820 N,Fort Worth,TX,,,,,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2017-02-14 14:26:17,39.66295,-75.63908,39.66295,-75.63908,0.0,At Airport Rd - Accident.,Christiana Rd,New Castle,DE,46.0,10.0,,Clear,Day,False,False,False,False,False,True,False,False,False,False,13.8,False,False
2,2022-09-23 14:01:00,37.139356,-93.272039,37.137569,-93.27208,0.123,Incident on FREMONT AVE near BATES ST Drive with caution.,E Bates St,Springfield,MO,76.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,12.0,False,False
2,2022-04-04 13:12:00,34.344637,-118.349362,34.332154,-118.342625,0.944,Incident on LITTLE TUJUNGA CANYON RD near MM 13 Drive with caution.,Mendenhal Ridge Rd,Sylmar,CA,70.0,10.0,,Fair,Day,False,False,False,False,False,False,False,False,False,False,8.0,False,False
2,2022-07-13 11:51:58.000000000,40.56652800000001,-74.332717,40.566422,-74.332441,0.016,Crash on NJ 27 both directions at Garden State Parkway (Woodbridge Twp) 1 Left lane of 2 lanes closed, Wood Ave,Edison,NJ,85.0,10.0,0.0,Fair,Day,False,False,False,False,False,True,False,False,False,False,7.0,True,False
2,2021-11-23 16:03:30,37.837692,-81.22220899999998,37.827867,-81.21349599999998,0.8290000000000001,Vehicle Crash on I-77 SB at Mile Marker 48.0., Racetrack Rd,Mount Hope,WV,34.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,13.0,False,False
2,2021-11-23 13:11:00,28.40763,-81.42496899999998,28.410428000000003,-81.42633199999999,0.21,Slow traffic on FL-423 from Lazlo Ln to W Taft Vineland Rd due to accident., S John Young Pkwy,Orlando,FL,66.0,10.0,0.0,Fair,Day,False,False,True,False,False,False,False,False,False,False,15.0,False,False
2,2018-02-21 08:19:58,26.842446,-80.121367,26.843136,-80.121332,0.048,At Hood Rd - Accident., Central Blvd,Palm Beach Gardens,FL,75.9,10.0,,Scattered Clouds,Day,False,False,False,False,False,False,False,False,False,False,16.1,False,False
2,2021-02-18 09:17:00,34.19432800000001,-117.366059,34.192604,-117.363753,0.178,Incident on I-215 SB near PALM AVE Drive with caution.,Barstow Fwy S,San Bernardino,CA,55.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2016-11-15 08:35:50,43.001537,-85.945183,,,0.0,Accident on 64th Ave at Lincoln St.,Lincoln St,Allendale,MI,44.1,0.2,,Fog,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2022-03-02 08:15:30,38.837644,-77.405116,38.840058,-77.404653,0.1689999999999999,Stationary traffic from Regal Crest Dr to Lee Hwy due to accident.,Regal Crest Dr,Clifton,VA,,,0.0,,Day,False,False,True,False,False,False,False,False,False,False,,False,False
3,2021-12-08 07:12:31,42.971428,-82.488716,,,0.0,Right hand shoulder blocked and right lane blocked due to accident on I-94 Westbound at Exit 271 I-69.,I-94 E,Port Huron,MI,23.0,1.0,0.0,Light Snow,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2021-11-16 17:25:29,41.537282,-73.90027099999998,41.535282,-73.897276,0.208,Slow traffic on NY-52 - US-9 S from Church St to Hopewell Ave / Old Main St due to accident., Route 9,Fishkill,NY,43.0,10.0,0.0,Partly Cloudy,Night,False,False,False,False,False,False,False,False,False,False,3.0,True,False
2,2019-02-06 12:43:57,29.61661,-95.355469,,,0.0,Accident on FM-865 Cullen Blvd at Almeda-Genoa Rd.,Almeda Genoa Rd,Houston,TX,78.8,10.0,,Mostly Cloudy,Day,False,False,False,False,False,True,False,False,False,False,13.8,False,False
3,2021-05-15 09:01:54,41.512661,-88.098213,,,0.0,Lane blocked due to accident on I-80 Eastbound at Raynor Ave.,I-80 E,Joliet,IL,58.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,3.0,False,False
2,2020-12-15 06:07:24,43.1012,-83.69429000000002,,,0.0,Accident on Saginaw St at Klein St.,E Klein St,Mount Morris,MI,22.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,5.0,False,True
2,2023-03-27 13:56:00,40.557117,-77.383587,40.55729,-77.383889,0.02,Multi vehicle crash on OLD 22 RD / MAIN ST both directions 0 miles EAST of PADOT MAINT OFFICE 2-9 RD. There is a lane restriction., William Penn Hwy,Mifflintown,PA,52.0,7.0,0.0,Light Rain,Day,False,False,False,False,False,False,False,False,False,False,3.0,False,False
3,2020-10-11 14:24:41,33.749161,-84.383759,,,0.0,Three lanes blocked due to accident on I-75 Southbound at Exit 248A Martin Luther King Jr Dr.,GA-401 S,Atlanta,GA,74.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,True,False,False,False,False,False,False,13.0,False,False
2,2020-09-04 08:38:50,29.915106,-95.412552,,,0.0,Accident on West Rd at North Fwy.,West Rd,Houston,TX,83.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,True,False,False,False,False,5.0,False,False
2,2020-03-26 14:07:05,38.590069,-87.557457,,,0.0,Accident on Plank Rd at St Thomas Rd.,S Saint Thomas Rd,Vincennes,IN,66.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,17.0,False,False
1,2020-06-25 16:56:52,45.50448,-122.43815,45.50448,-122.43815,0.0,At NW Birdsdale Ave/SE 202nd Ave - Accident.,NW Norman Ave,Gresham,OR,85.0,10.0,0.0,Fair,Day,False,False,True,False,False,True,False,False,False,False,5.0,False,True
2,2020-06-27 14:20:37,29.838104,-95.488869,,,0.0,One lane blocked due to accident on Northwest Fwy Eastbound at Bingle Rd.,Bingle Rd,Houston,TX,90.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,True,False,False,False,False,16.0,False,False
2,2019-02-05 17:54:00,41.3166,-72.90618,41.313297,-72.91204599999998,0.38,Between Willow St/Exit 6 and Trumbull St/Exit 3 - Accident. Left lane blocked.,I-91 S,New Haven,CT,42.1,8.0,,Mostly Cloudy,Night,False,False,True,False,False,False,False,False,False,False,,False,False
2,2017-01-19 07:03:16,39.634239,-84.19884499999998,,,0.01,Accident on Yankee St at I-675.,Yankee St,Dayton,OH,37.9,10.0,,Overcast,Night,False,False,False,False,False,False,False,False,False,False,4.6,False,False
2,2021-09-18 19:30:00,34.71751570685044,-114.50673222487208,34.71760570685044,-114.48151222487208,1.432,Incident on I-40 EB near HOUSE 15400 Road closed. Take alternate route.,Needles Fwy,Needles,CA,95.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,8.0,False,False
